Date,Open,High,Low,Close,Adj Close,Volume
2022-06-14,57.715000,59.165001,56.214901,57.715000,57.715000,0
2022-06-15,58.340000,58.840000,55.556999,58.340000,58.340000,0
2022-06-16,57.215000,58.691502,56.589901,57.215000,57.215000,0
2022-06-17,58.465000,58.465000,55.489498,57.339901,57.339901,0
2022-06-20,56.715000,56.965000,54.890499,56.715000,56.715000,0
2022-06-21,54.715000,55.715000,52.340099,54.715000,54.715000,0
2022-06-22,53.840000,54.266499,52.764999,53.840000,53.840000,0
2022-06-23,54.965000,54.965000,53.064999,54.965000,54.965000,0
2022-06-24,54.465000,54.500999,53.114899,54.465000,54.465000,0
2022-06-27,53.365002,54.165001,52.990002,53.365002,53.365002,0
2022-06-28,53.090000,54.418598,52.743000,53.090000,53.090000,0
2022-06-29,54.465000,54.465000,50.589901,53.714901,53.714901,0
2022-06-30,51.965000,54.965000,51.965000,52.465099,52.465099,0
2022-07-01,54.840000,56.297501,51.490002,54.840000,54.840000,0
2022-07-04,53.965000,56.187500,53.965000,53.237499,53.237499,0
2022-07-05,54.500000,65.422997,54.500000,54.500000,54.500000,0
2022-07-06,59.965000,68.503998,59.965000,63.465099,63.465099,0
2022-07-07,63.514999,63.790001,62.790001,63.514999,63.514999,0
2022-07-08,63.040001,63.865002,60.939999,63.040001,63.040001,0
2022-07-11,62.965000,62.965099,60.889999,64.864998,64.864998,0
2022-07-12,60.919998,61.807400,58.389900,60.919998,60.919998,0
2022-07-13,58.389999,59.090000,58.240002,58.389999,58.389999,0
2022-07-14,58.439999,59.264999,57.990002,58.439999,58.439999,0
2022-07-15,58.240002,58.965000,57.040001,58.240002,58.240002,0
2022-07-18,56.965000,58.090000,56.239899,110.674103,110.674103,0
2022-07-19,57.715000,57.715000,54.989899,57.715000,57.715000,0
2022-07-20,56.465000,56.923599,54.589500,56.465000,56.465000,0
2022-07-21,55.965000,58.790001,54.840000,54.965099,54.965099,0
2022-07-22,57.965000,59.215000,56.090000,57.965000,57.965000,0
2022-07-25,58.090000,58.715000,57.090000,58.090000,58.090000,0
2022-07-26,58.465000,61.064999,57.789902,58.465000,58.465000,0
2022-07-27,60.090000,60.953999,59.339901,60.090000,60.090000,0
2022-07-28,59.340000,62.715000,59.240002,59.340000,59.340000,0
2022-07-29,62.465000,63.840000,60.540001,62.465000,62.465000,0
2022-08-01,62.215000,63.152500,60.510502,62.215000,62.215000,0
2022-08-02,60.169998,60.790001,59.451000,60.169998,60.169998,0
2022-08-03,60.540001,61.845901,59.889999,60.790001,60.790001,0
2022-08-04,61.575001,61.575001,59.990002,62.685101,62.685101,0
2022-08-05,60.215000,61.340099,60.090000,61.465000,61.465000,0
2022-08-08,60.490002,61.608002,59.889999,60.490002,60.490002,0
2022-08-09,61.840000,61.840000,59.989899,61.840000,61.840000,0
2022-08-10,60.439999,61.715000,60.189999,60.439999,60.439999,0
2022-08-11,61.465000,61.465000,60.389999,61.465000,61.465000,0
2022-08-12,60.590000,61.689999,60.490002,60.590000,60.590000,0
2022-08-15,62.215000,62.215000,60.590000,62.215000,62.215000,0
2022-08-16,61.465000,61.665501,60.563999,60.500000,60.500000,0
2022-08-17,61.465000,61.465000,60.289902,61.465000,61.465000,0
2022-08-18,60.465000,60.865799,59.389900,60.465000,60.465000,0
2022-08-19,59.965000,59.965000,58.573002,59.965000,59.965000,0
2022-08-22,59.465000,60.278500,58.939999,59.465000,59.465000,0
2022-08-23,60.090000,60.421001,59.590000,60.090000,60.090000,0
2022-08-24,60.215000,60.314999,59.789902,60.215000,60.215000,0
2022-08-25,59.790001,60.665001,59.490002,59.790001,59.790001,0
2022-08-26,60.340000,60.909000,59.639900,60.340000,60.340000,0
2022-08-29,60.264999,62.519001,60.264999,60.264999,60.264999,0
2022-08-30,61.715000,61.715000,60.519001,61.715000,61.715000,0
2022-08-31,59.965000,60.615101,59.715000,59.965000,59.965000,0
2022-09-01,60.090000,60.840099,60.040001,60.090000,60.090000,0
2022-09-02,60.174999,60.741199,60.090000,60.174999,60.174999,0
2022-09-05,60.174999,61.465000,60.174999,60.174999,60.174999,0
2022-09-06,60.974998,61.851501,60.639999,60.974998,60.974998,0
2022-09-07,61.240002,61.465000,60.650002,61.240002,61.240002,0
2022-09-08,62.449902,62.449902,60.689999,64.264900,64.264900,0
2022-09-09,61.465000,61.465000,60.164501,61.465000,61.465000,0
2022-09-12,62.185001,62.185001,60.016998,62.185001,62.185001,0
2022-09-13,59.070000,60.694500,59.889900,59.625000,59.625000,0
2022-09-14,59.465000,60.188000,59.464901,58.500000,58.500000,0
2022-09-15,59.689999,60.064999,59.539902,59.689999,59.689999,0
2022-09-16,59.590000,60.665001,59.590000,59.590000,59.590000,0
2022-09-19,63.369999,63.369999,60.039902,59.500000,59.500000,0
2022-09-20,60.040001,61.103500,59.889999,60.040001,60.040001,0
2022-09-21,60.799999,62.439999,60.389999,60.400002,60.400002,0
2022-09-22,61.564999,61.564999,59.240002,61.564999,61.564999,0
2022-09-23,61.465000,61.465000,56.389999,61.465000,61.465000,0
2022-09-26,57.215000,58.840000,57.215000,57.215000,57.215000,0
2022-09-27,58.465000,59.402000,57.989899,58.465000,58.465000,0
2022-09-28,58.865002,58.965000,57.587898,58.865002,58.865002,0
2022-09-29,57.865002,58.665501,57.189999,58.415100,58.415100,0
2022-09-30,57.465000,61.291000,56.490002,57.465000,57.465000,0
2022-10-03,60.215000,60.215000,57.189999,60.215000,60.215000,0
2022-10-04,57.990101,59.462002,57.990002,57.990002,57.990002,0
2022-10-05,58.990002,60.990002,58.090000,58.990002,58.990002,0
2022-10-06,60.715000,61.021500,59.652302,61.289902,61.289902,0
2022-10-07,60.490002,62.560501,60.490002,60.490002,60.490002,0
2022-10-10,64.334999,64.334999,61.189899,64.334999,64.334999,0
2022-10-11,63.392502,65.360497,63.089901,61.965000,61.965000,0
2022-10-12,65.464996,65.464996,63.189899,64.125000,64.125000,0
2022-10-13,63.689999,64.625504,62.990002,63.689999,63.689999,0
2022-10-14,64.665001,64.665001,62.240002,63.964901,63.964901,0
2022-10-17,62.615002,62.615002,61.439999,62.615002,62.615002,0
2022-10-18,62.014999,62.514999,61.539902,62.014999,62.014999,0
2022-10-19,61.465000,62.465000,61.366501,62.264999,62.264999,0
2022-10-20,60.965000,61.930000,60.964901,60.965000,60.965000,0
2022-10-21,61.615002,61.639999,61.039902,61.615002,61.615002,0
2022-10-24,61.615002,62.381500,61.117802,61.615002,61.615002,0
2022-10-25,61.215000,62.209000,61.215000,61.215000,61.215000,0
2022-10-26,62.215000,62.215000,61.239899,62.215000,62.215000,0
2022-10-27,61.240002,61.740002,61.200500,61.240002,61.240002,0
2022-10-28,61.290001,62.039799,61.290001,61.290001,61.290001,0
2022-10-31,61.490002,62.076000,61.290001,61.490002,61.490002,0
2022-11-01,62.014999,62.215000,61.289902,62.014999,62.014999,0
2022-11-02,63.340000,63.340000,61.340000,61.714901,61.714901,0
2022-11-03,60.965000,62.651501,60.965000,61.665001,61.665001,0
2022-11-04,62.314999,62.469002,61.789902,62.314999,62.314999,0
2022-11-07,61.965000,61.990002,60.964001,61.965000,61.965000,0
2022-11-08,63.165001,63.165001,60.873001,63.165001,63.165001,0
2022-11-09,60.939999,61.644001,60.840000,60.939999,60.939999,0
2022-11-10,60.965000,61.689999,60.473000,61.615002,61.615002,0
2022-11-11,60.715000,60.889999,59.990002,60.715000,60.715000,0
2022-11-14,59.535000,61.340000,59.535000,60.514999,60.514999,0
2022-11-15,59.535099,61.064999,59.535099,59.535000,59.535000,0
2022-11-16,60.465000,61.615002,59.997501,61.365101,61.365101,0
2022-11-17,60.740002,60.793499,60.206501,60.740002,60.740002,0
2022-11-18,60.365002,60.880001,60.065498,60.365002,60.365002,0
2022-11-21,60.035000,61.415001,60.035000,60.814999,60.814999,0
2022-11-22,60.625000,61.241001,60.549301,60.625000,60.625000,0
2022-11-23,60.630001,60.945000,60.270500,60.630001,60.630001,0
2022-11-24,60.764999,60.764999,59.915001,60.764999,60.764999,0
2022-11-25,60.330002,60.915001,60.329899,60.330002,60.330002,0
2022-11-28,60.035000,61.439999,60.035000,60.465000,60.465000,0
2022-11-29,60.965000,61.514999,60.779999,61.814999,61.814999,0
2022-11-30,60.810001,61.215000,60.443501,60.810001,60.810001,0
2022-12-01,60.990002,61.689999,60.514999,60.990002,60.990002,0
2022-12-02,61.180000,62.715000,61.180000,61.180000,61.180000,0
2022-12-05,60.514999,62.814999,60.514900,60.514999,60.514999,0
2022-12-06,60.514999,63.414501,60.514999,60.514999,60.514999,0
2022-12-07,60.514999,63.279999,60.514999,60.514999,60.514999,0
2022-12-08,61.965000,62.980099,61.965000,63.464901,63.464901,0
2022-12-09,62.035000,62.779999,62.035000,63.365002,63.365002,0
2022-12-12,62.480000,63.249500,62.380001,62.480000,62.480000,0
2022-12-13,62.625000,63.508499,62.625000,62.625000,62.625000,0
2022-12-14,63.180000,64.964996,62.980000,63.180000,63.180000,0
2022-12-15,64.714996,65.232498,63.779900,64.714996,64.714996,0
2022-12-16,64.614998,65.364998,64.447998,64.614998,64.614998,0
2022-12-19,64.839996,69.040001,64.230003,64.839996,64.839996,0
2022-12-20,69.714996,71.214996,67.179901,69.714996,69.714996,0
2022-12-21,69.500000,72.565002,68.830002,69.250000,69.250000,0
2022-12-22,71.339996,72.684502,68.514999,73.214996,73.214996,0
2022-12-23,68.214996,70.264999,67.480003,68.214996,68.214996,0
2022-12-26,70.214996,70.214996,67.980003,70.214996,70.214996,0
2022-12-27,68.330002,70.835503,68.279999,68.330002,68.330002,0
2022-12-28,69.964996,73.090103,69.964996,69.964996,69.964996,0
2022-12-29,72.714996,73.964996,71.352997,72.714996,72.714996,0
2022-12-30,74.964996,74.964996,70.180000,73.964996,73.964996,0
2023-01-02,73.714996,77.964996,72.089500,73.714996,73.714996,0
2023-01-03,70.964996,73.261002,69.964996,70.995499,70.995499,0
2023-01-04,73.014999,73.060997,69.980003,73.014999,73.014999,0
2023-01-05,71.464996,72.944504,70.980003,72.464996,72.464996,0
2023-01-06,72.114998,73.062500,71.479897,72.114998,72.114998,0
2023-01-09,72.464996,72.464996,69.480003,72.464996,72.464996,0
2023-01-10,69.879997,69.879997,69.082001,69.879997,69.879997,0
2023-01-11,69.639999,70.080002,68.264999,69.639999,69.639999,0
2023-01-12,70.264999,70.264999,67.384499,69.119003,69.119003,0
2023-01-13,67.750000,68.839996,67.180000,67.750000,67.750000,0
2023-01-16,65.964996,68.980003,65.964996,65.964996,65.964996,0
2023-01-17,68.764999,69.404503,68.279999,68.714996,68.714996,0
2023-01-18,68.464996,69.589996,68.464996,68.464996,68.464996,0
2023-01-19,68.714996,69.389999,68.679001,68.714996,68.714996,0
2023-01-20,69.364998,69.364998,68.210503,69.364998,69.364998,0
2023-01-23,68.464996,69.429497,68.392998,68.214996,68.214996,0
2023-01-24,68.915001,69.079498,68.595497,68.945000,68.945000,0
2023-01-25,69.195000,69.565002,68.580002,69.415001,69.415001,0
2023-01-26,69.440002,69.694504,68.836502,69.195000,69.195000,0
2023-01-27,69.464996,69.894501,69.029999,69.464996,69.464996,0
2023-01-30,69.464996,70.505997,69.300003,70.692497,70.692497,0
2023-01-31,69.879997,70.629997,69.879997,69.879997,69.879997,0
2023-02-01,70.550003,70.551003,69.780998,70.550003,70.550003,0
2023-02-02,70.089996,70.480499,69.728996,69.900002,69.900002,0
2023-02-03,70.029999,70.948502,70.029999,75.030998,75.030998,0
2023-02-06,71.125000,71.464996,70.379997,70.614998,70.614998,0
2023-02-07,71.474998,71.514999,70.637001,71.474998,71.474998,0
2023-02-08,70.990997,73.415001,70.639999,72.099998,72.099998,0
2023-02-09,72.014999,73.464500,71.528999,73.221001,73.221001,0
2023-02-10,73.004997,74.045998,72.432503,73.004997,73.004997,0
2023-02-13,73.074997,73.972000,73.074997,73.074997,73.074997,0
2023-02-14,73.165001,74.161499,73.101501,74.064003,74.064003,0
2023-02-15,73.565002,74.779503,73.565002,73.565002,73.565002,0
2023-02-16,73.964996,75.156502,73.964996,73.964996,73.964996,0
2023-02-17,74.680000,75.181000,73.839500,74.680000,74.680000,0
2023-02-20,73.264999,74.917999,73.264999,73.964996,73.964996,0
2023-02-21,72.964996,75.617996,72.964996,75.463997,75.463997,0
2023-02-22,74.614998,75.699997,74.161003,74.614998,74.614998,0
2023-02-23,74.864998,75.809998,74.864998,74.864998,74.864998,0
2023-02-24,74.864998,76.543800,74.864998,75.364998,75.364998,0
2023-02-27,75.980003,76.279999,74.443001,75.980003,75.980003,0
2023-02-28,74.614998,75.322998,73.980003,74.614998,74.614998,0
2023-03-01,75.014999,75.489998,74.806999,75.014999,75.014999,0
2023-03-02,75.230003,75.757500,74.873001,75.230003,75.230003,0
2023-03-03,75.489998,75.629997,75.021004,75.489998,75.489998,0
2023-03-06,75.364998,75.830002,75.134003,75.364998,75.364998,0
2023-03-07,75.364998,75.928001,75.224998,75.364998,75.364998,0
2023-03-08,75.565002,76.536003,75.565002,75.565002,75.565002,0
2023-03-09,76.014999,76.209999,75.566002,76.014999,76.014999,0
2023-03-10,75.815002,76.403999,75.616501,75.815002,75.815002,0
2023-03-13,76.165001,76.165001,74.594498,76.165001,76.165001,0
2023-03-14,75.514999,75.975998,74.973999,75.514999,75.514999,0
2023-03-15,75.714996,76.378502,75.125000,75.714996,75.714996,0
2023-03-16,76.065002,77.038498,75.760498,5.000000,5.000000,0
2023-03-17,76.464996,77.275002,76.076500,76.464996,76.464996,0
2023-03-20,76.925003,77.675003,76.493500,76.925003,76.925003,0
2023-03-21,77.464996,77.464996,76.639999,77.464996,77.464996,0
2023-03-22,77.214996,77.464996,76.865501,77.214996,77.214996,0
2023-03-23,76.889999,77.039497,75.767998,76.889999,76.889999,0
2023-03-24,75.964996,77.183998,75.964996,75.964996,75.964996,0
2023-03-27,77.245003,77.245003,76.379997,77.245003,77.245003,0
2023-03-28,76.500000,76.681000,76.374001,76.500000,76.500000,0
2023-03-29,76.525002,77.367996,76.525002,76.525002,76.525002,0
2023-03-30,77.290001,77.339996,76.170502,77.290001,77.290001,0
2023-03-31,77.239998,77.989998,76.925003,77.239998,77.239998,0
2023-03-31,77.273903,78.048698,76.169998,77.975998,77.975998,0
