Date,Open,High,Low,Close,Adj Close,Volume
2021-11-01,4155.240234,4224.509766,4155.240234,4221.490234,4221.490234,0
2021-11-02,4235.890137,4245.319824,4196.750000,4207.529785,4207.529785,0
2021-11-03,4192.140137,4192.140137,4158.169922,4184.870117,4184.870117,0
2021-11-05,4179.029785,4181.870117,4159.919922,4174.759766,4174.759766,0
2021-11-08,4203.649902,4220.879883,4188.589844,4218.270020,4218.270020,0
2021-11-09,4207.589844,4225.819824,4181.750000,4187.330078,4187.330078,0
2021-11-10,4192.620117,4196.220215,4151.600098,4172.470215,4172.470215,0
2021-11-11,4141.620117,4189.350098,4126.520020,4189.350098,4189.350098,0
2021-11-12,4181.700195,4181.700195,4089.320068,4121.660156,4121.660156,0
2021-11-15,4121.500000,4162.020020,4111.040039,4135.140137,4135.140137,0
2021-11-16,4147.689941,4158.310059,4094.149902,4120.020020,4120.020020,0
2021-11-17,4120.229980,4149.020020,4101.959961,4149.020020,4149.020020,0
2021-11-18,4120.810059,4150.569824,4082.169922,4093.850098,4093.850098,0
2021-11-19,4121.740234,4127.000000,4000.260010,4016.469971,4016.469971,0
2021-11-22,4008.129883,4017.020020,3872.770020,3872.770020,3872.770020,0
2021-11-23,3832.330078,3974.760010,3776.610107,3960.330078,3960.330078,0
2021-11-24,4001.889893,4021.250000,3913.389893,3950.560059,3950.560059,0
2021-11-25,3964.250000,3990.949951,3932.550049,3947.820068,3947.820068,0
2021-11-26,3852.989990,3876.129883,3810.750000,3810.979980,3810.979980,0
2021-11-29,3872.189941,3928.520020,3846.120117,3879.540039,3879.540039,0
2021-11-30,3828.250000,3902.719971,3827.550049,3890.590088,3890.590088,0
2021-12-01,3907.169922,3962.219971,3900.159912,3959.290039,3959.290039,0
2021-12-02,3940.090088,3972.850098,3914.429932,3947.540039,3947.540039,0
2021-12-03,3967.879883,3977.159912,3905.379883,3913.060059,3913.060059,0
2021-12-06,3919.100098,3937.540039,3800.760010,3810.100098,3810.100098,0
2021-12-07,3860.830078,3880.840088,3810.030029,3873.199951,3873.199951,0
2021-12-08,3904.840088,3915.649902,3773.610107,3773.610107,3773.610107,0
2021-12-09,3801.669922,3847.760010,3780.300049,3813.290039,3813.290039,0
2021-12-10,3806.969971,3814.060059,3760.229980,3760.229980,3760.229980,0
2021-12-13,3790.100098,3793.879883,3613.879883,3618.310059,3618.310059,0
2021-12-14,3533.820068,3638.489990,3532.290039,3619.389893,3619.389893,0
2021-12-15,3653.159912,3666.530029,3608.600098,3621.820068,3621.820068,0
2021-12-16,3705.570068,3755.070068,3701.350098,3750.360107,3750.360107,0
2021-12-17,3725.040039,3739.590088,3696.500000,3723.270020,3723.270020,0
