loss,accuracy,val_loss,val_accuracy,time,batch_size
9.500316619873047,0.007407407276332378,9.509712219238281,0.0,0.0,
3.5069851875305176,0.0,1.311434268951416,0.0,0.5500295162200928,2.0
2.097074270248413,0.014814814552664757,1.1445763111114502,0.0,0.15497899055480957,2.0
1.7486908435821533,0.014814814552664757,1.1072278022766113,0.0,0.16974782943725586,2.0
1.5495855808258057,0.007407407276332378,0.861786425113678,0.029411764815449715,0.17142701148986816,2.0
1.4455300569534302,0.029629629105329514,0.950253963470459,0.0,0.18198728561401367,2.0
1.3725612163543701,0.029629629105329514,0.9137148261070251,0.05882352963089943,0.18196582794189453,2.0
1.2754621505737305,0.014814814552664757,0.8419545888900757,0.0,0.1721363067626953,2.0
1.25265371799469,0.007407407276332378,0.7706195116043091,0.0,0.18421292304992676,2.0
1.189540982246399,0.029629629105329514,1.0215615034103394,0.05882352963089943,0.17356371879577637,2.0
1.1366468667984009,0.029629629105329514,0.7753625512123108,0.0,0.17682719230651855,2.0
1.1365654468536377,0.029629629105329514,0.8377636075019836,0.029411764815449715,0.1835324764251709,2.0
1.0470455884933472,0.014814814552664757,0.7426988482475281,0.029411764815449715,0.17679452896118164,2.0
1.0180836915969849,0.03703703731298447,0.7537614703178406,0.0,0.1771392822265625,2.0
1.0147393941879272,0.007407407276332378,0.7293158173561096,0.029411764815449715,0.1595001220703125,2.0
0.9986283183097839,0.02222222276031971,0.6896858811378479,0.0,0.17068958282470703,2.0
0.941121518611908,0.029629629105329514,0.8396403789520264,0.029411764815449715,0.15395212173461914,2.0
0.937048614025116,0.029629629105329514,0.7746455669403076,0.029411764815449715,0.14916133880615234,2.0
0.9129400253295898,0.014814814552664757,0.864003598690033,0.05882352963089943,0.15536284446716309,2.0
0.9200687408447266,0.007407407276332378,0.7234466075897217,0.05882352963089943,0.15270400047302246,2.0
0.8719444274902344,0.03703703731298447,0.6677296161651611,0.11764705926179886,0.15672659873962402,2.0
0.867350697517395,0.029629629105329514,0.6270240545272827,0.05882352963089943,0.17833471298217773,2.0
0.8414703607559204,0.029629629105329514,0.6490219235420227,0.0882352963089943,0.1584632396697998,2.0
0.8380526304244995,0.03703703731298447,0.7404853701591492,0.0882352963089943,0.14974451065063477,2.0
0.8130621910095215,0.029629629105329514,0.6104748845100403,0.05882352963089943,0.21985316276550293,2.0
0.8060500621795654,0.029629629105329514,0.6066813468933105,0.0882352963089943,0.20961666107177734,2.0
0.7980905175209045,0.029629629105329514,0.5814686417579651,0.0882352963089943,0.21087431907653809,2.0
0.7753123044967651,0.05925925821065903,0.7718407511711121,0.0882352963089943,0.23468303680419922,2.0
0.7855064272880554,0.051851850003004074,0.5871468782424927,0.0,0.17271113395690918,2.0
0.7191897630691528,0.05925925821065903,0.606972336769104,0.0882352963089943,0.15373849868774414,2.0
0.7309020161628723,0.03703703731298447,0.5467164516448975,0.05882352963089943,0.1623072624206543,2.0
0.6892995238304138,0.051851850003004074,0.5599303841590881,0.0,0.15620040893554688,2.0
0.696931004524231,0.05925925821065903,0.5545218586921692,0.05882352963089943,0.15819263458251953,2.0
0.6886928677558899,0.02222222276031971,0.5747328996658325,0.11764705926179886,0.16382598876953125,2.0
0.6746475696563721,0.06666667014360428,0.5248839259147644,0.14705882966518402,0.1660926342010498,2.0
0.6898874640464783,0.03703703731298447,0.612531304359436,0.05882352963089943,0.16512298583984375,2.0
0.730900764465332,0.04444444552063942,0.6443230509757996,0.0882352963089943,0.15755677223205566,2.0
0.6651995778083801,0.014814814552664757,0.49379992485046387,0.05882352963089943,0.15486598014831543,2.0
0.6301656365394592,0.029629629105329514,0.49580955505371094,0.14705882966518402,0.14600253105163574,2.0
0.6427515745162964,0.02222222276031971,0.5349830985069275,0.20588235557079315,0.16920065879821777,2.0
0.6149381995201111,0.02222222276031971,0.5101298689842224,0.1764705926179886,0.1564500331878662,2.0
0.611190676689148,0.06666667014360428,0.45763856172561646,0.14705882966518402,0.1849822998046875,2.0
0.5936695337295532,0.05925925821065903,0.5152353048324585,0.0882352963089943,0.2323472499847412,2.0
0.6138566136360168,0.05925925821065903,0.4996702969074249,0.20588235557079315,0.18677854537963867,2.0
0.6112457513809204,0.051851850003004074,0.43936896324157715,0.0882352963089943,0.18125247955322266,2.0
0.5752177834510803,0.051851850003004074,0.4249356985092163,0.20588235557079315,0.16934418678283691,2.0
0.5579831004142761,0.03703703731298447,0.4247266948223114,0.20588235557079315,0.17381763458251953,2.0
0.5390122532844543,0.04444444552063942,0.40997013449668884,0.20588235557079315,0.18721365928649902,2.0
0.5611262917518616,0.02222222276031971,0.47942256927490234,0.0882352963089943,0.17371797561645508,2.0
0.5438873171806335,0.051851850003004074,0.3922298848628998,0.029411764815449715,0.20633411407470703,2.0
0.5284479856491089,0.03703703731298447,0.38986825942993164,0.1764705926179886,0.19836974143981934,2.0
0.49959608912467957,0.07407407462596893,0.37958526611328125,0.0882352963089943,0.18656659126281738,2.0
0.4917358458042145,0.04444444552063942,0.37383338809013367,0.20588235557079315,0.18800044059753418,2.0
0.49228712916374207,0.08148147910833359,0.3677293360233307,0.20588235557079315,0.17523765563964844,2.0
0.505928635597229,0.051851850003004074,0.35961562395095825,0.20588235557079315,0.16945385932922363,2.0
0.4797208905220032,0.05925925821065903,0.3649768829345703,0.0882352963089943,0.17446684837341309,2.0
0.46788325905799866,0.04444444552063942,0.34947681427001953,0.0882352963089943,0.18010473251342773,2.0
0.4736810326576233,0.051851850003004074,0.3429572880268097,0.20588235557079315,0.1584475040435791,2.0
0.45059624314308167,0.08148147910833359,0.3591991364955902,0.20588235557079315,0.14700531959533691,2.0
0.45034879446029663,0.03703703731298447,0.3313477039337158,0.20588235557079315,0.14483857154846191,2.0
0.42842739820480347,0.05925925821065903,0.32484468817710876,0.1764705926179886,0.15580010414123535,2.0
0.4032713770866394,0.029629629105329514,0.33667638897895813,0.0882352963089943,0.15102291107177734,2.0
0.43020525574684143,0.04444444552063942,0.3216110169887543,0.20588235557079315,0.15122008323669434,2.0
0.40576601028442383,0.05925925821065903,0.32660263776779175,0.1764705926179886,0.1599431037902832,2.0
0.41097402572631836,0.051851850003004074,0.28855711221694946,0.23529411852359772,0.17786884307861328,2.0
0.3949211835861206,0.051851850003004074,0.3336198329925537,0.1764705926179886,0.1746842861175537,2.0
0.3977912366390228,0.05925925821065903,0.3019920289516449,0.11764705926179886,0.1720747947692871,2.0
0.36841854453086853,0.04444444552063942,0.27083516120910645,0.0882352963089943,0.18651556968688965,2.0
0.3753753900527954,0.05925925821065903,0.3156123459339142,0.20588235557079315,0.20134949684143066,2.0
0.3504205346107483,0.05925925821065903,0.25907737016677856,0.20588235557079315,0.23456835746765137,2.0
0.3630238175392151,0.05925925821065903,0.28943002223968506,0.0882352963089943,0.20930886268615723,2.0
0.3553871810436249,0.06666667014360428,0.2488849014043808,0.20588235557079315,0.17755889892578125,2.0
0.34949126839637756,0.08148147910833359,0.24520784616470337,0.0882352963089943,0.18196320533752441,2.0
0.36898481845855713,0.08148147910833359,0.23545251786708832,0.11764705926179886,0.17812132835388184,2.0
0.3406069278717041,0.04444444552063942,0.2349681556224823,0.11764705926179886,0.17533278465270996,2.0
